id_employee,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augmentation_salaire_pourcentage,nombre_participation_pee,nb_formations_suivies,niveau_education,frequence_deplacement,annes_sous_responsable_actuel,ratio_loyaute,ratio_stagnation,ratio_salaire_comparatif,taux_volatilite,delta_evaluation,frustration_trajet,genre_M,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Consulting,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,heure_supplementaires_Oui,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,a_quitte_l_entreprise
1071,56,2942,2,18,4,1,3,3,2,3,3,19,1,4,3,2,3,0.0892857142857142,0.0,0.9080323696293728,0.1052631578947368,0,2.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1073,36,8858,0,15,8,4,2,4,2,2,3,11,0,2,5,1,8,0.3888888888888889,0.4666666666666667,1.2142333817043944,0.0,1,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1074,55,16756,7,31,7,3,2,1,2,4,3,15,0,3,1,0,2,0.1636363636363636,0.6,0.9752249746224176,0.21875,1,0.4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1076,43,10798,5,18,0,3,2,4,3,3,3,13,1,5,3,1,0,0.0232558139534883,0.0,1.559440308508117,0.2631578947368421,1,6.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1077,20,2323,1,2,2,4,3,4,2,3,3,14,0,3,3,2,2,0.1,0.0,0.8846153846153846,0.3333333333333333,0,2.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1079,21,1416,1,1,0,3,2,1,1,2,3,13,0,6,3,1,0,0.0476190476190476,0.5,0.4374191193747339,0.5,1,3.333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1080,46,4615,8,19,13,4,2,1,1,3,4,23,3,2,4,1,7,0.3478260869565217,0.0588235294117647,1.4243947606524665,0.4,2,2.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1081,51,2461,9,18,0,1,3,3,3,4,3,12,3,2,4,1,7,0.196078431372549,0.1818181818181818,0.7595743241529186,0.4736842105263157,0,0.8,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1082,28,8722,1,10,7,2,2,1,1,2,3,12,0,2,2,0,9,0.3571428571428571,0.0909090909090909,1.158490390035974,0.0909090909090909,1,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1083,26,3955,1,6,3,1,2,1,1,3,3,16,2,2,2,1,3,0.1923076923076923,0.1666666666666666,1.2217461985360685,0.1428571428571428,1,0.25,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1084,30,9957,0,7,2,3,3,1,3,2,3,15,1,1,3,1,2,0.2,0.0,1.3648816642166015,0.0,0,6.666666666666667,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1085,41,3376,1,10,6,2,4,3,3,3,3,13,0,3,2,1,8,0.2439024390243902,0.0,1.0419841196018909,0.0909090909090909,-1,1.75,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1088,38,8823,0,20,9,3,2,3,1,2,3,18,1,4,1,1,9,0.5,0.05,1.1719056078063974,0.0,1,5.666666666666667,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1092,40,10322,4,14,10,1,3,4,4,3,4,20,1,6,4,1,1,0.275,0.9166666666666666,1.371008691349613,0.2666666666666666,1,5.0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1094,27,4621,1,3,2,1,1,3,4,3,3,19,3,4,5,0,2,0.1111111111111111,0.25,1.4274814623097778,0.25,2,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1096,55,10976,3,23,2,4,3,2,2,3,3,18,1,4,1,2,2,0.0545454545454545,0.25,1.5045637387206403,0.125,0,0.5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1097,28,3660,3,10,7,3,3,3,4,4,3,13,0,4,3,1,7,0.2857142857142857,0.1111111111111111,1.1296391817958886,0.2727272727272727,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,44,10482,9,24,6,2,2,1,4,3,3,14,1,1,2,1,6,0.4545454545454545,0.1428571428571428,2.474650298058195,0.36,1,0.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1099,33,7119,4,9,2,4,2,4,3,3,3,15,1,2,3,1,2,0.0909090909090909,0.25,0.945573616907372,0.4,1,1.25,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1100,35,9582,0,9,7,4,3,1,1,3,4,22,0,2,3,1,7,0.2285714285714285,0.4444444444444444,1.3838263600782346,0.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1101,33,4508,1,14,7,1,2,3,2,3,4,22,0,4,4,2,8,0.3939393939393939,0.2142857142857142,1.391369790037122,0.0666666666666666,2,7.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1102,28,2207,1,4,2,1,3,3,4,2,3,16,1,5,2,1,2,0.1428571428571428,0.4,0.6817683590819476,0.2,0,5.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1103,34,7756,0,7,2,1,3,4,3,2,3,17,0,1,1,2,4,0.1764705882352941,0.0,1.0301824656178646,0.0,0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1105,37,6694,2,8,0,4,2,4,3,3,3,14,3,5,4,1,0,0.027027027027027,0.0,0.9667432325572638,0.2222222222222222,1,2.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1106,25,3691,1,7,7,4,3,4,2,4,3,15,1,3,1,1,6,0.28,0.625,1.1401934813645076,0.125,0,0.8,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1107,26,2377,1,1,1,1,3,3,3,2,4,20,1,0,3,1,0,0.0384615384615384,0.0,0.734283366351513,0.5,1,7.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1108,33,2313,4,5,2,1,2,2,2,3,4,20,0,0,3,1,2,0.0606060606060606,0.6666666666666666,0.7138949255447788,0.6666666666666666,2,6.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1109,42,17665,0,23,6,4,3,1,4,3,3,17,1,3,2,1,7,0.5238095238095238,0.5652173913043478,1.0281301728756866,0.0,0,0.5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1111,28,2596,1,1,0,1,2,2,1,3,3,15,2,2,3,2,0,0.0357142857142857,0.0,0.8019350521870121,0.5,1,0.25,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1113,50,4728,3,5,0,4,3,3,4,3,3,14,0,4,4,2,0,0.0,0.0,0.6828147600135559,0.5,0,0.25,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1114,33,4302,0,4,2,4,3,2,3,3,3,17,1,3,3,2,2,0.0909090909090909,0.0,0.621292110316903,0.0,0,1.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1115,34,2979,3,6,0,3,2,4,4,3,3,17,3,2,4,0,0,0.0,0.0,0.9194522192814076,0.4285714285714285,1,0.75,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1116,48,16885,2,27,4,1,4,4,3,2,4,22,0,3,4,0,1,0.1041666666666666,0.3333333333333333,0.9827329730543996,0.0714285714285714,0,0.3333333333333333,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1117,45,5593,1,15,10,2,2,3,4,3,3,13,1,2,4,0,12,0.3333333333333333,0.25,0.807737511158168,0.0625,1,2.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1118,52,10445,7,18,6,2,3,2,4,3,3,19,0,4,4,1,0,0.1538461538461538,0.4444444444444444,1.387346035763099,0.3684210526315789,0,1.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1119,38,8740,0,9,7,3,2,3,2,3,3,14,2,2,4,1,7,0.2105263157894736,0.2222222222222222,1.2622252543397798,0.0,1,2.5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1120,29,2514,4,11,5,3,3,4,1,3,4,22,1,1,4,1,7,0.2413793103448276,0.125,0.7759324871679957,0.3333333333333333,1,7.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1121,28,7655,0,10,7,4,3,2,2,2,3,17,3,3,3,1,7,0.3214285714285714,0.1,1.0493290287815693,0.0,0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1124,46,17465,3,23,9,1,3,3,4,3,3,12,1,3,1,1,9,0.2608695652173913,0.3076923076923077,1.016489865229203,0.125,0,0.75,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1125,38,7351,7,10,0,4,3,2,3,3,3,16,0,2,2,1,0,0.0263157894736842,0.0,1.0616267556809749,0.6363636363636364,0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1126,43,10820,8,18,7,3,3,1,3,3,3,11,1,1,3,2,1,0.1860465116279069,0.0,1.4831796331047131,0.4210526315789473,0,6.75,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1127,39,12169,7,21,7,1,3,4,4,3,3,11,3,4,3,2,5,0.4615384615384615,0.5789473684210527,1.6163345054285447,0.3181818181818182,0,0.5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1128,40,19626,1,21,7,3,2,3,1,4,3,14,0,2,3,1,9,0.5,0.1904761904761904,1.224058302746429,0.0454545454545454,1,2.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1131,21,2070,1,2,2,4,2,2,3,4,3,11,0,6,1,1,2,0.0952380952380952,0.6666666666666666,0.6388942913435764,0.3333333333333333,1,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1132,39,6782,9,9,4,3,3,2,3,2,3,15,0,2,3,0,3,0.1282051282051282,0.0,2.095039878248196,0.9,0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1133,36,7779,2,18,9,1,3,4,1,3,4,20,0,0,4,0,9,0.3055555555555556,0.0,1.0663266511942295,0.1052631578947368,1,4.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1135,31,2791,0,3,2,3,4,4,1,3,3,12,1,4,3,2,2,0.064516129032258,0.6666666666666666,1.0628332063975627,0.0,-1,5.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1136,28,3201,0,6,3,1,2,2,1,1,3,17,0,2,1,1,4,0.1785714285714285,0.0,0.9879713171936174,0.0,1,1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1137,35,4968,1,5,2,4,3,4,4,3,3,11,1,3,2,2,2,0.1428571428571428,0.0,0.7174754077299801,0.1666666666666666,0,2.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1138,49,13120,6,22,8,4,2,2,2,3,3,17,1,3,4,1,3,0.1836734693877551,0.2,1.8947820751645208,0.2608695652173913,1,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1140,34,4033,2,5,2,4,3,3,4,2,3,11,0,3,2,2,2,0.088235294117647,0.0,0.552833961211766,0.3333333333333333,0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1143,29,3291,0,8,5,4,3,2,4,2,3,14,2,2,3,2,1,0.2413793103448276,0.125,1.0157493298607294,0.0,0,3.333333333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1148,42,4272,4,16,0,2,1,4,1,3,3,19,0,3,3,1,0,0.0238095238095238,0.0,1.3196712415034344,0.2352941176470588,2,7.25,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1150,29,5056,1,10,7,2,2,4,3,2,3,15,1,2,1,1,2,0.3448275862068966,0.0909090909090909,0.6930643461162135,0.0909090909090909,1,2.6666666666666665,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1152,38,2844,1,7,6,3,4,3,4,4,3,13,1,2,3,1,0,0.1842105263157894,0.625,0.6714277282653603,0.125,-1,0.2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1154,28,2703,1,3,1,3,2,3,4,3,3,14,1,2,3,2,2,0.1071428571428571,0.0,0.8342663137689309,0.25,1,1.5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1156,18,1904,1,0,0,3,3,3,4,3,3,12,0,0,1,0,0,0.0,0.0,0.5881680814191337,1.0,0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1157,33,8224,0,6,2,1,3,1,1,3,3,17,0,3,4,1,3,0.1515151515151515,0.0,1.187704861749468,0.0,0,2.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1158,41,4766,3,6,0,2,3,4,1,3,3,11,1,4,4,1,0,0.024390243902439,0.0,1.4722736743926426,0.4285714285714285,0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1160,31,2610,1,2,2,3,3,3,3,2,3,12,1,5,3,2,2,0.064516129032258,0.6666666666666666,0.8062598174915646,0.3333333333333333,0,5.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1161,37,5731,7,9,2,3,2,4,3,3,3,13,2,2,2,1,3,0.1621621621621621,0.1428571428571428,0.7612139905177903,0.7,1,6.25,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1162,27,2539,1,4,2,4,2,3,3,3,3,13,1,0,3,1,2,0.1481481481481481,0.4,0.783648601797749,0.2,1,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1163,34,5714,1,6,5,2,3,3,1,2,4,20,0,3,1,1,3,0.1764705882352941,0.1428571428571428,0.8252122543818652,0.1428571428571428,1,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1164,35,4323,1,6,4,3,3,3,2,1,3,17,0,2,4,1,4,0.1428571428571428,0.1666666666666666,1.0205984772472407,0.1428571428571428,0,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1165,29,7336,1,11,8,4,2,1,1,1,3,13,1,3,1,1,10,0.3793103448275862,0.25,1.0594604651986983,0.0833333333333333,1,11.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1166,40,13499,9,20,7,2,3,3,3,2,3,17,0,3,4,2,13,0.45,0.1052631578947368,0.8419220946078692,0.4285714285714285,0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1167,42,13758,0,22,9,3,3,1,2,2,3,12,0,2,3,2,14,0.5,0.5909090909090909,1.986921630344015,0.0,0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1171,42,5155,7,9,4,2,3,1,4,4,3,13,0,3,4,1,5,0.1428571428571428,0.1428571428571428,0.7444818290756939,0.7,0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1172,35,2258,6,10,0,4,2,3,2,3,3,12,1,2,4,1,7,0.2285714285714285,0.1111111111111111,0.6975228612628172,0.5454545454545454,1,0.25,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1173,24,3597,8,6,3,4,3,2,4,3,4,22,0,2,3,1,2,0.1666666666666666,0.2,1.1111557714625129,1.1428571428571428,1,6.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1175,28,2515,1,1,1,3,3,4,4,2,3,11,0,4,1,1,0,0.0357142857142857,0.0,0.7769131957821015,0.5,0,4.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1177,26,4420,1,8,7,1,4,4,2,3,4,22,1,2,4,1,7,0.3076923076923077,0.0,1.3653901890087032,0.1111111111111111,0,0.75,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1179,30,6578,1,10,3,3,2,3,1,3,3,18,1,3,3,1,4,0.3333333333333333,0.0909090909090909,0.9499905861609922,0.0909090909090909,1,2.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1180,40,4422,3,16,1,3,2,4,4,1,3,13,1,3,2,2,0,0.025,0.0,1.3648263557107705,0.1764705882352941,1,13.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1182,35,10274,2,15,7,3,2,2,2,4,3,18,1,2,3,1,4,0.2,0.75,1.408335263448967,0.125,1,0.4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1184,34,5343,0,14,9,4,2,1,3,3,4,20,0,3,3,2,9,0.3823529411764705,0.2857142857142857,0.7096783024492329,0.0,2,0.25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1185,35,2376,1,2,2,4,2,4,2,4,3,13,1,2,4,2,2,0.0571428571428571,0.6666666666666666,0.733974454544045,0.3333333333333333,1,0.8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,43,5346,8,7,3,1,1,3,2,2,3,13,0,2,3,1,3,0.0930232558139534,0.2,0.7720659278833482,1.0,2,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1190,32,2827,1,1,0,3,3,1,3,3,3,12,3,3,1,0,0,0.03125,0.0,1.0765422696115765,0.5,0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1191,56,19943,4,28,2,4,3,1,4,3,3,13,1,2,4,1,2,0.0892857142857142,0.6666666666666666,1.160713276969138,0.1379310344827586,0,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1192,29,3131,1,10,8,2,3,4,1,3,3,13,1,5,1,1,8,0.3448275862068966,0.0,0.9672028691824096,0.0909090909090909,0,1.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1193,19,2552,1,1,1,3,3,1,3,3,4,25,0,4,2,1,0,0.0526315789473684,0.0,0.7876609814052208,0.5,1,2.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1195,45,4477,4,7,2,1,3,3,3,2,3,19,1,2,3,1,2,0.0666666666666666,0.0,1.3818018078962278,0.5,0,2.333333333333333,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1196,37,6474,1,14,8,4,2,4,2,2,3,13,1,2,3,1,11,0.3783783783783784,0.2,0.88744038306099,0.0666666666666666,1,0.3333333333333333,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1198,20,3033,1,2,2,1,2,3,1,2,3,12,0,2,3,1,2,0.1,0.3333333333333333,0.9369295120505424,0.3333333333333333,1,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1200,44,2936,1,6,4,3,3,3,3,3,3,11,0,4,4,1,2,0.1363636363636363,0.0,0.906180502118232,0.1428571428571428,0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1201,53,18606,3,26,7,4,3,3,2,3,3,18,1,6,2,1,7,0.1320754716981132,0.5,1.0828978203523931,0.1111111111111111,0,1.75,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1202,29,2168,0,6,4,2,1,4,1,2,3,18,1,2,1,1,3,0.1724137931034483,0.1666666666666666,0.6691414606922095,0.0,2,5.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1203,22,2853,0,1,0,3,2,4,2,3,3,11,1,5,4,2,0,0.0,0.0,0.8805630015474509,0.0,1,0.75,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1204,46,17048,8,28,15,3,3,1,1,3,4,23,0,2,3,1,9,0.5652173913043478,0.5555555555555556,0.992219823786284,0.2758620689655172,1,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1206,44,2290,2,6,0,4,1,3,4,3,3,13,0,3,3,0,0,0.0,0.0,0.7067961000854057,0.2857142857142857,2,4.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1207,33,3600,1,5,4,2,3,3,4,3,3,13,1,2,3,1,4,0.1515151515151515,0.1666666666666666,0.8499085167915954,0.1666666666666666,0,0.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1210,41,2107,6,5,0,1,2,1,1,1,3,17,1,2,2,0,0,0.024390243902439,0.0,0.6503141409956114,1.0,1,2.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1211,30,4115,8,8,3,3,3,1,3,3,3,19,3,3,4,1,3,0.1333333333333333,0.0,0.5942856889711893,0.8888888888888888,0,7.25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1212,40,4327,5,5,0,2,3,2,4,3,3,12,3,2,4,2,0,0.0,0.0,0.6249025944540305,0.8333333333333334,0,0.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1215,50,17856,2,32,2,4,3,1,3,3,4,22,1,3,3,2,2,0.04,0.6666666666666666,1.0392466666780789,0.0606060606060606,1,0.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1216,28,3196,1,6,5,4,2,1,3,3,3,12,3,2,4,1,3,0.2142857142857142,0.4285714285714285,0.9872821366678316,0.1428571428571428,1,4.75,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1217,46,19081,5,25,2,4,3,2,1,3,3,11,1,2,2,1,3,0.0869565217391304,0.0,1.1900670780956184,0.1923076923076923,0,3.75,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1218,35,8966,3,15,7,3,3,1,4,3,3,15,3,2,4,1,7,0.2,0.125,1.2948640309394126,0.1875,0,4.25,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1219,24,2210,1,1,0,4,3,2,1,1,3,13,1,3,2,1,0,0.0416666666666666,0.0,0.6826950945043516,0.5,0,8.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1220,33,4539,1,10,7,2,3,3,1,2,3,12,1,3,3,2,1,0.303030303030303,0.0,0.6555194999368719,0.0909090909090909,0,8.333333333333334,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1221,36,2741,1,7,7,3,1,3,3,3,3,14,1,4,4,1,7,0.1944444444444444,0.125,0.8467272642698769,0.125,2,1.5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1224,30,3491,1,10,7,3,3,3,1,2,3,13,3,4,4,1,9,0.3333333333333333,0.7272727272727273,1.0784111198709012,0.0909090909090909,0,2.333333333333333,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1225,44,4541,1,20,11,4,3,4,2,3,4,25,0,3,4,1,17,0.4545454545454545,0.6190476190476191,1.4015550613483962,0.0476190476190476,1,7.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,20,2678,1,2,1,3,4,4,4,3,3,17,0,2,3,1,2,0.1,0.6666666666666666,1.0198019801980198,0.3333333333333333,-1,5.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1228,46,7379,2,12,3,4,3,4,3,2,3,11,1,3,4,1,4,0.1304347826086956,0.1428571428571428,1.01149561115339,0.1538461538461538,0,0.6666666666666666,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1231,42,6272,7,10,3,4,4,1,1,4,3,16,1,3,5,0,3,0.0952380952380952,0.0,1.480729504810246,0.6363636363636364,-1,0.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1233,60,5220,0,12,7,2,4,4,2,3,3,18,1,3,4,1,9,0.1833333333333333,0.0833333333333333,0.7538690878322255,0.0,-1,1.75,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1234,32,2743,1,2,2,3,2,2,3,3,4,20,1,2,3,2,2,0.0625,0.6666666666666666,0.8473450878848129,0.3333333333333333,2,3.25,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,32,4998,4,10,7,4,3,3,4,3,3,14,0,2,2,2,7,0.25,0.0,1.5426056367802874,0.3636363636363636,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1237,36,10252,2,17,7,3,1,1,3,3,4,21,1,2,3,1,7,0.1944444444444444,0.875,1.405319556246721,0.1111111111111111,3,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1238,33,2781,0,15,10,1,3,4,2,3,3,13,1,5,3,1,10,0.4242424242424242,0.2666666666666666,0.8583405914137613,0.0,0,2.25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1239,40,6852,7,7,1,2,2,2,2,4,3,12,1,2,3,1,3,0.125,0.1666666666666666,0.9895614923039098,0.875,1,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1240,25,4950,0,5,3,3,3,4,2,3,3,14,0,4,4,1,1,0.16,0.2,0.7148758591512483,0.0,0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1241,30,3579,0,12,9,4,3,2,1,3,4,21,1,2,3,1,7,0.3666666666666666,0.4166666666666667,1.104638970395488,0.0,1,0.25,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1242,42,13191,3,20,0,1,3,1,3,3,3,17,0,6,5,2,0,0.0238095238095238,0.0,0.8227123749886956,0.1428571428571428,0,6.5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1243,35,10377,4,16,2,3,2,4,2,2,3,11,1,6,2,0,12,0.3714285714285714,0.2857142857142857,1.4986397556388895,0.2352941176470588,1,2.6666666666666665,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1244,27,2235,1,9,7,1,3,1,4,2,3,14,2,3,3,1,8,0.3333333333333333,0.6,0.6898206478999485,0.1,0,4.666666666666667,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1245,54,10502,7,33,4,4,3,3,1,1,3,17,1,2,4,2,4,0.0925925925925925,0.1666666666666666,1.4395889562722457,0.2058823529411764,0,0.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1246,44,2011,1,10,5,1,4,4,4,3,3,13,1,5,1,1,7,0.2272727272727272,0.6363636363636364,0.6206842608173585,0.0909090909090909,-1,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
